nr (1,1) (2,1) (3,1) (4,1) (1,2) (2,2) (3,2) (4,2) (1,3) (2,3) (3,3) (4,3) 
0 0 0 0 0 0 0 0 -1 0 0 0 1 
1 -0.04 -0.04 -0.04 -0.04 -0.04 0 -0.04 -1 -0.04 -0.04 0.76 1 
2 -0.08 -0.08 -0.08 -0.08 -0.08 0 0.464 -1 -0.08 0.56 0.832 1 
3 -0.12 -0.12 0.3152 -0.12 -0.12 0 0.572 -1 0.392 0.7376 0.8896 1 
4 -0.16 0.18816 0.3936 0.10016 0.2496 0 0.62888 -1 0.57728 0.8192 0.90616 1 
5 0.162496 0.312512 0.491936 0.184896 0.471744 0 0.647816 -1 0.698048 0.848768 0.913504 1 
6 0.384896 0.416051 0.527994 0.272038 0.612787 0 0.655585 -1 0.755994 0.860557 0.916132 1 
7 0.530324 0.465605 0.553277 0.309599 0.687352 0 0.658464 -1 0.785324 0.865017 0.917172 1 
8 0.609475 0.495742 0.564292 0.333581 0.725729 0 0.659584 -1 0.799281 0.866741 0.917564 1 
9 0.651105 0.546728 0.570599 0.344791 0.744571 0 0.660009 -1 0.805894 0.867399 0.917715 1 
10 0.67544 0.59023 0.577159 0.350959 0.753629 0 0.660173 -1 0.808966 0.867652 0.917772 1 
11 0.68947 0.618398 0.582257 0.356823 0.757898 0 0.660235 -1 0.810381 0.867748 0.917795 1 
12 0.697105 0.635256 0.58571 0.361488 0.759884 0 0.660259 -1 0.811026 0.867785 0.917803 1 
13 0.701144 0.644736 0.592802 0.364717 0.760798 0 0.660268 -1 0.811319 0.867799 0.917806 1 
14 0.703226 0.649862 0.601095 0.370713 0.761215 0 0.660272 -1 0.811451 0.867805 0.917807 1 
15 0.704281 0.652553 0.606026 0.377948 0.761404 0 0.660273 -1 0.811511 0.867807 0.917808 1 
16 0.704807 0.653935 0.608673 0.382616 0.761489 0 0.660274 -1 0.811537 0.867808 0.917808 1 
17 0.705066 0.654632 0.610043 0.3852 0.761527 0 0.660274 -1 0.811549 0.867808 0.917808 1 
18 0.705192 0.654979 0.610738 0.386554 0.761545 0 0.660274 -1 0.811554 0.867808 0.917808 1 
19 0.705253 0.655149 0.611084 0.387246 0.761552 0 0.660274 -1 0.811556 0.867808 0.917808 1 
20 0.705282 0.655232 0.611255 0.387592 0.761556 0 0.660274 -1 0.811557 0.867808 0.917808 1 
21 0.705296 0.655272 0.611339 0.387763 0.761557 0 0.660274 -1 0.811558 0.867808 0.917808 1 
22 0.705302 0.655291 0.611379 0.387847 0.761558 0 0.660274 -1 0.811558 0.867808 0.917808 1 
23 0.705305 0.6553 0.611398 0.387888 0.761558 0 0.660274 -1 0.811558 0.867808 0.917808 1 
24 0.705307 0.655304 0.611407 0.387907 0.761558 0 0.660274 -1 0.811558 0.867808 0.917808 1 
