nr (1,1) (2,1) (3,1) (4,1) (5,1) (1,2) (2,2) (3,2) (4,2) (5,2) (1,3) (2,3) (3,3) (4,3) (5,3) (1,4) (2,4) (3,4) (4,4) (5,4) (1,5) (2,5) (3,5) (4,5) (5,5) 
0 -50 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 -50 
1 -50 -1 -1 78.2 100 -1 -1 -5 -20 78.2 -1 -10 -1 -10 -1 78.2 -20 -5 -1 -1 100 78.2 -1 -1 -50 
2 -50 -1.99 60.3404 83.9618 100 -1.99 -2.386 -5.99 49.1812 83.9618 59.8454 -10.99 -6.94 -10.99 59.8454 83.9618 49.1812 -5.99 -2.386 -1.99 100 83.9618 60.3404 -1.99 -50 
3 -50 46.3564 70.8784 91.3812 100 45.9643 -3.3661 47.4223 54.217 91.3812 70.3344 42.0303 -7.9201 42.0303 70.3344 91.3812 54.217 47.4223 -3.3661 45.9643 100 91.3812 70.8784 46.3564 -50 
4 -50 59.3918 83.0857 92.6142 100 58.9221 45.3088 56.17 66.1154 92.6142 82.498 50.7391 44.8805 50.7391 82.498 92.6142 66.1154 56.17 45.3088 58.9221 100 92.6142 83.0857 59.3918 -50 
5 -50 75.1692 86.1368 93.9142 100 74.6573 57.4324 71.8348 68.0801 93.9142 85.5409 66.3694 53.5329 66.3694 85.5409 93.9142 68.0801 71.8348 57.4324 74.6573 100 93.9142 86.1368 75.1692 -50 
6 -50 80.3479 89.0193 94.2374 100 79.8253 73.0367 75.6461 70.7892 94.2374 88.4192 70.1742 69.0343 70.1742 88.4192 94.2374 70.7892 75.6461 73.0367 79.8253 100 94.2374 89.0193 80.3479 -50 
7 -50 84.6883 89.9379 94.5376 100 84.1613 78.0272 79.742 71.4545 94.5376 89.3368 74.2668 72.8062 74.2668 89.3368 94.5376 71.4545 79.742 78.0272 84.1613 100 94.5376 89.9379 84.6883 -50 
8 -50 86.3397 90.6721 94.6332 100 85.8114 82.2996 81.0295 72.1275 94.6332 90.0706 75.5534 76.8605 75.5534 90.0706 94.6332 72.1275 81.0295 82.2996 85.8114 100 94.6332 90.6721 86.3397 -50 
9 -50 87.5076 90.948 94.7093 100 86.9789 83.8983 82.1006 72.3401 94.7093 90.3463 76.6242 78.135 76.6242 90.3463 94.7093 72.3401 82.1006 83.8983 86.9789 100 94.7093 90.948 87.5076 -50 
10 -50 88 91.1416 94.7379 100 87.4711 85.0449 82.4984 72.514 94.7379 90.5398 77.0219 79.1953 77.0219 90.5398 94.7379 72.514 82.4984 85.0449 87.4711 100 94.7379 91.1416 88 -50 
11 -50 88.3156 91.2228 94.7579 100 87.7866 85.523 82.7825 72.5788 94.7579 90.621 77.3059 79.5891 77.3059 90.621 94.7579 72.5788 82.7825 85.523 87.7866 100 94.7579 91.2228 88.3156 -50 
12 -50 88.4584 91.2748 94.7663 100 87.9295 85.8323 82.9005 72.6248 94.7663 90.673 77.4239 79.8703 77.4239 90.673 94.7663 72.6248 82.9005 85.8323 87.9295 100 94.7663 91.2748 88.4584 -50 
13 -50 88.5444 91.2983 94.7717 100 88.0155 85.9713 82.9769 72.644 94.7717 90.6965 77.5003 79.9871 77.5003 90.6965 94.7717 72.644 82.9769 85.9713 88.0155 100 94.7717 91.2983 88.5444 -50 
14 -50 88.5853 91.3124 94.7742 100 88.0563 86.0554 83.0112 72.6563 94.7742 90.7107 77.5346 80.0628 77.5346 90.7107 94.7742 72.6563 83.0112 86.0554 88.0563 100 94.7742 91.3124 88.5853 -50 
15 -50 88.6089 91.3192 94.7756 100 88.0799 86.0952 83.0319 72.6619 94.7756 90.7174 77.5553 80.0967 77.5553 90.7174 94.7756 72.6619 83.0319 86.0952 88.0799 100 94.7756 91.3192 88.6089 -50 
16 -50 88.6205 91.323 94.7763 100 88.0915 86.1183 83.0417 72.6652 94.7763 90.7213 77.5651 80.1172 77.5651 90.7213 94.7763 72.6652 83.0417 86.1183 88.0915 100 94.7763 91.323 88.6205 -50 
17 -50 88.627 91.325 94.7767 100 88.098 86.1296 83.0474 72.6668 94.7767 90.7232 77.5708 80.127 77.5708 90.7232 94.7767 72.6668 83.0474 86.1296 88.098 100 94.7767 91.325 88.627 -50 
18 -50 88.6303 91.326 94.7769 100 88.1013 86.136 83.0502 72.6677 94.7769 90.7243 77.5736 80.1326 77.5736 90.7243 94.7769 72.6677 83.0502 86.136 88.1013 100 94.7769 91.326 88.6303 -50 
19 -50 88.6321 91.3266 94.777 100 88.1031 86.1392 83.0518 72.6682 94.777 90.7248 77.5752 80.1353 77.5752 90.7248 94.777 72.6682 83.0518 86.1392 88.1031 100 94.777 91.3266 88.6321 -50 
20 -50 88.633 91.3269 94.7771 100 88.104 86.1409 83.0526 72.6685 94.7771 90.7251 77.576 80.1369 77.576 90.7251 94.7771 72.6685 83.0526 86.1409 88.104 100 94.7771 91.3269 88.633 -50 
21 -50 88.6335 91.327 94.7771 100 88.1045 86.1418 83.053 72.6686 94.7771 90.7253 77.5764 80.1377 77.5764 90.7253 94.7771 72.6686 83.053 86.1418 88.1045 100 94.7771 91.327 88.6335 -50 
22 -50 88.6337 91.3271 94.7771 100 88.1048 86.1423 83.0532 72.6686 94.7771 90.7253 77.5766 80.1381 77.5766 90.7253 94.7771 72.6686 83.0532 86.1423 88.1048 100 94.7771 91.3271 88.6337 -50 
23 -50 88.6339 91.3271 94.7771 100 88.1049 86.1426 83.0533 72.6687 94.7771 90.7254 77.5767 80.1383 77.5767 90.7254 94.7771 72.6687 83.0533 86.1426 88.1049 100 94.7771 91.3271 88.6339 -50 
24 -50 88.634 91.3272 94.7771 100 88.105 86.1427 83.0534 72.6687 94.7771 90.7254 77.5768 80.1384 77.5768 90.7254 94.7771 72.6687 83.0534 86.1427 88.105 100 94.7771 91.3272 88.634 -50 
25 -50 88.634 91.3272 94.7771 100 88.105 86.1428 83.0534 72.6687 94.7771 90.7254 77.5768 80.1385 77.5768 90.7254 94.7771 72.6687 83.0534 86.1428 88.105 100 94.7771 91.3272 88.634 -50 
26 -50 88.634 91.3272 94.7771 100 88.1051 86.1428 83.0535 72.6687 94.7771 90.7254 77.5769 80.1385 77.5769 90.7254 94.7771 72.6687 83.0535 86.1428 88.1051 100 94.7771 91.3272 88.634 -50 
27 -50 88.634 91.3272 94.7771 100 88.1051 86.1428 83.0535 72.6687 94.7771 90.7254 77.5769 80.1386 77.5769 90.7254 94.7771 72.6687 83.0535 86.1428 88.1051 100 94.7771 91.3272 88.634 -50 
28 -50 88.634 91.3272 94.7771 100 88.1051 86.1428 83.0535 72.6687 94.7771 90.7254 77.5769 80.1386 77.5769 90.7254 94.7771 72.6687 83.0535 86.1428 88.1051 100 94.7771 91.3272 88.634 -50 
