nr (1,1) (2,1) (3,1) (4,1) (1,2) (2,2) (3,2) (4,2) (1,3) (2,3) (3,3) (4,3) (1,4) (2,4) (3,4) (4,4) 
0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 
1 -1 -1 0 100 -1 -1 -1 79 -1 -1 -1 -1 -1 -1 -1 -1 
2 -2 -2 0 100 -2 -2 62 86.8 -2 -2 -2 62 -2 -2 -2 -2 
3 -3 -3 0 100 -3 48.2 74.44 93.88 -3 -3 54.6 74.44 -3 -3 -3 48.2 
4 -4 36.96 0 100 36.96 57.952 87.008 95.832 -4 47.2 65.696 87.008 -4 -4 47.2 63.072 
5 31.864 48.6576 0 100 44.5616 77.0224 90.936 97.284 40.056 56.952 82.0272 90.936 -5 41.08 60.7472 79.6336 
6 45.5686 68.6701 0 100 67.8099 82.3098 94.1235 97.822 48.5178 76.432 86.9171 94.1235 35.3696 57.401 76.9843 85.7869 
7 65.2739 76.2717 0 100 74.2564 88.809 95.3617 98.1946 70.4636 82.5048 91.4096 95.3617 53.3095 73.9708 84.0196 90.5759 
8 73.9704 84.2018 0 100 83.621 91.167 96.2328 98.3556 77.7604 88.4057 93.2275 96.2328 70.5539 81.8633 89.0037 92.7489 
9 82.1206 87.7508 0 100 87.1067 93.247 96.6305 98.4588 85.142 90.885 94.5099 96.6305 79.322 87.2298 91.4222 94.1615 
10 86.1234 90.5847 0 100 90.3238 94.168 96.8811 98.5089 88.3509 92.6556 95.1097 96.8811 85.2303 89.9493 92.9224 94.8628 
11 89.1125 92.0052 0 100 91.7818 94.8289 97.0062 98.539 90.6799 93.4995 95.4852 97.0062 88.3175 91.5984 93.6934 95.2834 
12 90.6936 92.9749 0 100 92.8424 95.1555 97.0804 98.5545 91.8095 94.0309 95.6749 97.0804 90.1785 92.4645 94.1446 95.5027 
13 91.7335 93.4912 0 100 93.3747 95.3649 97.1191 98.5635 92.5268 94.302 95.7868 97.1191 91.1704 92.9652 94.3841 95.629 
14 92.3038 93.8144 0 100 93.7179 95.4746 97.1414 98.5683 92.8961 94.4624 95.8456 97.1414 91.7419 93.234 94.5203 95.6966 
15 92.6537 93.9915 0 100 93.8997 95.5408 97.1533 98.571 93.1159 94.5474 95.8793 97.1533 92.051 93.3859 94.5939 95.7348 
16 92.8486 94.0971 0 100 94.0096 95.5765 97.16 98.5724 93.233 94.5961 95.8974 97.16 92.2254 93.4684 94.6352 95.7555 
17 92.9635 94.1558 0 100 94.0694 95.5973 97.1637 98.5732 93.3004 94.6224 95.9075 97.1637 92.3206 93.5146 94.6577 95.7671 
18 93.0279 94.1898 0 100 94.1043 95.6088 97.1657 98.5737 93.3369 94.6372 95.9131 97.1657 92.3738 93.5398 94.6702 95.7734 
19 93.0651 94.2088 0 100 94.1235 95.6153 97.1668 98.5739 93.3576 94.6453 95.9162 97.1668 92.4029 93.5539 94.6771 95.7769 
20 93.0859 94.2196 0 100 94.1345 95.6189 97.1675 98.5741 93.3689 94.6498 95.9179 97.1675 92.4191 93.5616 94.6809 95.7789 
21 93.0977 94.2257 0 100 94.1406 95.6209 97.1678 98.5742 93.3752 94.6523 95.9188 97.1678 92.4281 93.5658 94.683 95.7799 
22 93.1044 94.2291 0 100 94.144 95.622 97.168 98.5742 93.3787 94.6537 95.9193 97.168 92.433 93.5682 94.6841 95.7805 
23 93.1081 94.231 0 100 94.1459 95.6227 97.1681 98.5742 93.3807 94.6545 95.9196 97.1681 92.4357 93.5695 94.6848 95.7809 
24 93.1102 94.232 0 100 94.147 95.623 97.1681 98.5742 93.3817 94.6549 95.9198 97.1681 92.4372 93.5702 94.6851 95.781 
25 93.1113 94.2326 0 100 94.1476 95.6232 97.1682 98.5742 93.3823 94.6551 95.9198 97.1682 92.4381 93.5706 94.6853 95.7811 
26 93.112 94.233 0 100 94.1479 95.6233 97.1682 98.5742 93.3827 94.6553 95.9199 97.1682 92.4385 93.5708 94.6854 95.7812 
27 93.1124 94.2331 0 100 94.1481 95.6234 97.1682 98.5742 93.3828 94.6553 95.9199 97.1682 92.4388 93.5709 94.6855 95.7812 
28 93.1126 94.2333 0 100 94.1482 95.6234 97.1682 98.5742 93.3829 94.6554 95.9199 97.1682 92.4389 93.571 94.6855 95.7812 
29 93.1127 94.2333 0 100 94.1483 95.6234 97.1682 98.5742 93.383 94.6554 95.9199 97.1682 92.439 93.571 94.6855 95.7812 
30 93.1127 94.2333 0 100 94.1483 95.6234 97.1682 98.5742 93.383 94.6554 95.9199 97.1682 92.439 93.5711 94.6855 95.7812 
31 93.1128 94.2334 0 100 94.1483 95.6234 97.1682 98.5742 93.3831 94.6554 95.9199 97.1682 92.4391 93.5711 94.6855 95.7812 
32 93.1128 94.2334 0 100 94.1483 95.6234 97.1682 98.5742 93.3831 94.6554 95.9199 97.1682 92.4391 93.5711 94.6855 95.7812 
33 93.1128 94.2334 0 100 94.1483 95.6234 97.1682 98.5742 93.3831 94.6554 95.9199 97.1682 92.4391 93.5711 94.6855 95.7812 
